page,row_index,Status,Company,Added Date,Description,Notes,Website,Headcount,Employees,Country,Region,City,URL,Contact,Ownership Type,Founded,Total Funding,Total Funding SM,Last Funding Amount SM,Last Funding Date,Last Funding Type,Last Funding Lead Investors,Investor Type,Investors,Investments,Investment count,Historical deal size USD,Funding Rounds,Revenue SM,Profile last,viewed,3mo. headcount growth,6mo. headcount growth,Idcount growth,Iyr: headcount growth,2yr: heac,2yr: headcount growth,3yr: headcount growth,4yr: headcount growth,Syr: headcount growth,3mo. web traffic growth,Company addresses,Revenue growth 2023-2024,Revenue growth 2021-2024,Revenue growth 2024-2025,Revenue growth 2024-2027,IPO date
2,20,Gave,hide,Hiboo,Jul 28,2025 12.57 PM,Hiboo,in equipment management solutions:,software company that specializes,offer__,hiboo.io,11-50,France,ile-De-France,Paris,boohq,Load contacts,ntacts,Private Equity,2017,10.2,Jan,2024,Series,chaussonfinance com,nla,emerald-ventures.,nja,nla,nla,nja,1%,2%,15%,28 %,153%,285%,478 %,30%,"Place du Colonel Bourgoin; Paris, Ile-de-France 75012 , FR",nla,nla,nla,nla,8,,
2,21,hide,Zeroboard,"Jul 28, 2025 12.57 PM",Zeroboard Inc.,and software solutions provider that:,sustainability consulting,zeroboard jp,51-200,Japan,Tokyo,Minato City,#roboard,Load contacts,ntacts,Venture Capital,2021,17.9,17.9,"Feb 26, 2023",Series,Coral Capital,nla,DBJ Capital,nja,nla,nja,nja,-5%,-2%,6 %,57%,nla,nla,nla,nla,"108-0073, JP","=0=TAS-27; RTMa=@vt> Eilpi1on; @E, RrT",nla,nla,nla,nla,nla,,,,
2,22,Procol,Jul,2025 12.57 PM,Procol is,that offers,procurement software company,suite of solutions designed to_,procol.io,51-200,167,United States,(USA),New York,New York,pl ocoltech,Load contacts,ntacts,Venture Capital,2022,17.1,6.5,"Sep 12, 2022",Series,Alarko Ventures,nla,Rainmatter by Zerc,nja,nla,nla,nja,12%,14%,23%,19%,135%,438%,351%,6 %,"415 Lexington Ave; New York; NY 10017, US",nla,nla,nla,nla,nla,,
2,23,Simbe,"Jul 28, 2025 12.57 PM",specializing in retail solutions. They offer _,Simbe Robotics,technology company,simberobotics com,51-200,United States,(USA),California,South San,Francisco,si nbe-robotics-inc,Load contacts,ntacts,Private Equity,2014,104,"Oct 23, 2024",Series,eclipse capital,nla,Pillar VC,Valo,nja,nla,nla,nja,21%,51%,89%,167%,145%,152%,193%,5%,"385 Oyster Point Blvd; STE #2; South San Francisco, California","94080,US",nfa,nla,nfa,nla,nla,,,
2,24,hide,Aeb,"Jul 28, 2025 12.57 PM",AEB is a software company specializing in,global trade ad,logistics solutions They_,aeb.com,"501-1,000",871,Germany,Wurttemberg,Baden -,Stuttgart,arb,Load contacts,ntacts,Private Equity,1979,41.7,14.2,Aug,2009,Series,Agman,Corporate,Flagship Pioneerin,nja,nla,nja,nja,1%,8 %,14%,26 %,31%,54%,59%,20%,DE,"Sigmaringer StraBe 109; Stuttgart; Baden-Wirttemberg 70567,",nla,nla,nla,nla,nla,
2,25,Cheetah,"Jul 28, 2025 12.57 PM",specializing in eCommerce solutions for the.,Cheetah is a technology company,gocheetah com,51-200,129,United States,(USA),California,San Francisco,chieetah,Load contacts,ntacts,Venture Capital,2014,127.7,nla,"Mar 12 , 2024",Series,FJ Labs,Corporate,Iconiq,Com,jmdfood.com,nja,nja,nla,nla,nfa,nla,nfa,nla,nfa,nla,nfa,56 %,"351 9th Street; Suite 302; San Francisco, CA 94103,US",nla,nla,nla,nla,nla,,,
2,26,Milkman Technologies,"Jul 28, 2025 12.57 PM",technology provider specializing,Milkman Technologies is =,logistics,last-mile.,milkmantechnologie:,51-200,Italy,nla,nla,milkman-deliveries,Load contacts,ntacts,Venture Capital,2015,35.8,27.3,"May 21, 2020",Series,360 Capital,nla,Poste Italiane,nla,nla,nja,nja,-4%,-22%,22%,36 %,435%,38 %,31%,-18 %,4%,"Europe, IT",nla,nla,nla,nla,nla,,,,
2,27,Ekos,Jul,2025 12.57 PM,specializing in beverage management _,Ekos Software Inc.,technology provider,goekos com,51-200,United States,(USA),North Carolina,Charlotte,guekos,Load contacts,ntacts,Private Equity,2014,29.5,"Dec 19, 2021",Series,Catalyst Investors,nla,Lighter Capital,nja,nla,nja,nja,nla,2%,-5%,5%,-7%,~1%,49%,102%,29%,"2520 N Brevard St; Suite 200; Charlotte , North Carolina 28205,",US,nfa,nla,nfa,nla,nla,,,
2,28,Smartwyre,"Jul 28, 2025 12.57 PM",Smartwyre is an agricultural technology,company that provides software solutions,smartwyre com,51-200,United States,(USA),Colorado,Denver,srnartwyre,Load contacts,ntacts,Venture Capital,2018,13.5,10.5,Sep,2021,Series,Anterra Capital,nla,Anterra Capital,nla,nla,nja,nja,-4%,-5%,3%,27%,97%,232%,361%,7%,"2301 Blake St; Denver; Colorado 80205, US",nla,nla,nla,nla,nla,,,,,
2,29,Vesper,"Jul 28, 2025 12.57 PM",that provides businesses with real-time.,Vesper i,commodity intelligence platform,vespertool com,51-200,116,Netherlands,North Holland,Amsterdam,vespertool,Load contacts,ntacts,Venture Capital,2018,5.8,nla,"Nov 28, 2023",Series,Keen Venture Partners,nla,Piton Capital,nja,nla,nja,nja,0%,3%,11%,38 %,39%,286 %,792%,"Vijzelstraat 79; Amsterdam, Noord Holland 1017HG, NL",nla,nla,nla,nla,nla,,,,,,
2,30,hide,,Mercateam,"Jul 28, 2025 12.57 PM",Mercateam is,software provider that offers solutions for__,workforce management,merca.team,11-50,France,ile-De-France,Paris,mercateam-france,Load contacts,ntacts,Venture Capital,2020,6.8,"Jun 10, 2024",Series,Isai,nla,Kima Ventures,nja,nla,nja,nla,2%,nla,nfa,16%,16 %,63%,113%,276 %,716 %,-21%,"11, Rue du Perche; Paris, ile-de-France 75003,FR",nla,nla,nla,nla,nla,,,
2,31,Pixibo,"Jul 28, 2025 12.57 PM",Pixibo is a technology company specializing,in size and fit solutions for the fashion retail _,wearepixibo.com,11-50,nla,Singapore,nla,nla,pixibo,Load contacts,ntacts,Venture Capital,2016,2.4,"Feb 23, 2021",Series,Atlas Ventures,nla,starttoday jp,nja,nla,nja,nja,nla,nla,nfa,nla,nla,nla,nla,nla,nla,nla,nfa,nla,nla,nla,nla,,,,,,
2,32,GoComet,"Jul 28, 2025 12.57 PM",specializing in supply chain management.,GoComet is a logistics software provider,gocometcom,201-500,242,United States,(USA),New Jersey,Newark,gu-comet,Load contacts,ntacts,Venture Capital,2017,9.5,"Feb 7, 2022",Series,Atlas Ventures,nla,Leo Capital,nja,nla,nja,nja,12%,23%,34%,58 %,46 %,152%,365%,-17%,"243 Broadway #9188, Newark; NJ 07104; Newark, NJ 07104, US",nla,nla,nla,nla,nla,,,,,,
2,33,Livespace,"Jul 28, 2025 12.57 PM",Livespace is,offers,comprehensive platform designed -,CRM software provider that,livespace.io,11-50,Poland,Masovian,Voivodeship,Warsaw,Iin 'espace,Load contacts,ntacts,Private Equity,2013,3.2,2.5,"Feb 29, 2024",Series,Aria,nja,Google for Startup,nja,nla,nja,nja,3%,F1%,1%,43%,73%,68 %,103%,126 %,-17%,"Rejtana; 17/12; Warszawa, Mazowieckie 02-516, PL",nla,nla,nla,nla,nla,,,
2,34,hidt,Knowledgehook,"Jul 28, 2025 12.57 PM",company that provides innovative software_,Knowledgehook is an educational technology,knowledgehookcom,51-200,Canada,Ontario,Toronto,owledgehook-inc,Load contacts,ntacts,Venture Capital,2014,22.5,20,"Oct 15, 2020",Series,Ideal Ventures Studio,nla,Nicoya Ventures,nla,nla,nja,nja,41%,-4%,-16 %,-16%,-18 %,~25%,19%,154%,nla,"79 Wellington St W; 1620; Toronto, Ontario M5J, CA",nla,nla,nla,nla,,,,,,
2,35,Buffalo Market,"Jul 28, 2025 12.57 PM",specializing in the efficient distribution of_,Buffalo Market is,food distributor,buffalomarket com,11-50,United States,(USA),California,San Francisco,riffalomarket,Load contacts,ntacts,Venture Capital,2019,42.2,18.5,Jul,2023,Series,Coughdrop Capital,nla,Evolution Venture:,nla,nla,nja,nja,-11%,~21%,1%,~27%,-27%,36 %,39%,220%,nfa,nla,"800 Market Street; San Francisco, CA 94117, US",nfa,nla,nla,nia,nia,,
2,36,Skydropx LATAM,"Jul 28, 2025 12.57 PM",Skydropx is,specializes,automating shipping processe:,logistics software provider that,skydropx com,201-500,444,Mexico,Nuevo Leon,Monterrey,s: kydropx,Load contacts,ntacts,Venture Capital,2014,nla,Aug,2022,Series,Angel Hub Ventures,Corporate,SIERRA Ventures,Frenet,5.2M - 5.2M,nja,2%,3%,9%,20%,0%,nla,nla,30%,"Padre Raymundo Jardo 925; Monterrey, Nuevo Leon 64000,MX",nla,nla,nla,nla,nla,,,,,
2,37,Epost Plus,"Jul 28, 2025 12.57 PM",specializing in eCommerce and L,Epost,technology solutions provider,logistics Th_,epost.co,51-200,Malaysia,Sabah,Kota Kinabalu,epostplus,Load contacts,ntacts,Venture Capital,2019,2.3,1.5,"Jul 19, 2021",Series,nla,nla,Vynn Capital,nja,nla,nla,nja,4%,4%,nla,nfa,-8 %,-26 %,4%,4%,nla,"Mile 5.5, Tuaran Road; Kota Kinabalu; Sabah; MY",nla,nla,nla,nla,nla,,,,
2,38,Zero Gravity Ventures Ltd.,"Jul 28, 2025 12.57 PM",Sindabad com Ltd. is a,that offers,wide range of products includin_.,commerce platform,zerogravity combd,201-500,Bangladesh,Dhaka,Dhaka,zero-gravity-,ventures,Load contacts,ntacts,Venture Capital,2015,nla,"Feb 18, 2018",Series,frontierfundbd com,nla,frontierfundbd cor,nla,nla,nla,nja,~2%,-5%,5%,-7%,-12%,~22%,30%,-44%,nla,"Road 7, Block G; House 43; Dhaka, Dhaka 1213, BD",nla,nla,nla,nla,nla,,,,
2,39,Higharc,"Jul 28, 2025 12.57 PM",Higharc =,that offers an intelligent platform for,homebuilding software provider,higharc com,51-200,114,United States,(USA),New York,New York,higharc,Load contacts,ntacts,Private Equity,2018,"Feb 14,2024",Series,Ferguson Ventures Inc,nla,tectonic vc,nla,nla,nja,nja,0%,6 %,29%,86 %,159%,293%,660%,35%,"Anywhere, US OOOOO, US",nfa,nla,nfa,nla,nla,,,,,,
2,40,Iunu,"Jul 28, 2025 12.57 PM",IUNU is an agricultural technology company,that provides Al-assisted growing solutions.,iunu com,51-200,United States,(USA),Washington,Seattle,iunu,Load contacts,ntacts,Venture Capital,2013,20,"Apr 14, 2025",Series,Fcc,Fac,Corporate,"Serra Ventures, LL",Artemis,Cropl,nja,nja,4%,-7%,-7%,-12%,13%,73%,143%,155%,"558 Ist Ave S; Seattle, WA 98103, US",nla,nla,nla,nla,nla,,,,,,
2,41,Eden,"Jul 28, 2025 12.57 PM",Eden is,provider that offers solutions for desk:_,workplace management software,edenworkplace com,11-50,United States,(USA),California,San Francisco,eclen-inc -,Load contacts,ntacts,Venture Capital,2020,"Mar 2, 2020",Series,spark jIl.com,Corporate,Redpoint,Con,Organization Orga,25M,25M,23,nja,11%,-4%,4%,9%,20%,27%,nla,-15%,"351 California St; Suite 1100; San Francisco, California 94104, US",nla,nla,nla,nla,nla,,,,,
2,42,hide,CONSTRA by HUVIAiR,"Jul 28, 2025 12.57 PM",Huviair Technologies,"construction management software,",company that offers,huviaircom,51-200,India,Karnataka,Bengaluru,huviair-,technologies-pvt ~_,Load contacts,ntacts,Venture Capital,2016,3.2,"Jan 16, 2022",Series,AppyHigh,nla,Boeing,Chirat,nja,nla,nla,nla,nla,nla,nfa,nla,nfa,11%,40%,138 %,463%,nla,"Ist floor; 35, Kasturba Cross Rd, off Lavelle Road,","Karnataka 560001, IN","Bangalore ,",nla,nla,nla,nla,nla
2,43,HypaShip,"Jul 28, 2025 12.57 PM",HypaShip is a logistics technology provider,that offers,modular; end-to-end platform __.,hypaship.com,51-200,United Kingdom,(UK),England,Witney,hwpaship,Load contacts,ntacts,Venture Capital,2011,Sep,2017,Series,Concentric,nla,ecIcapital com,nja,nla,nja,nja,5 %,10%,16%,16 %,16 %,nfa,nla,5%,-15%,First Floor; Deer Park House; Network Point; Witney; Oxfordshire,"OX29 OYN, GB",nfa,nla,nfa,nla,nla,,,,
2,44,hide,,Zubale,"Jul 28, 2025 12.57 PM",Zubale is a technology company specializing,in e-commerce solutions. It offers software_,zubale com,"501-1,000","1,299",Mexico,Mexico City,Mexico City,zlibale,Load contacts,ntacts,Venture Capital,2018,"Nov 29, 2023",Series,nla,Wollef,XFactc,nja,nla,nja,119,nja,6%,14%,34%,55%,152%,692%,"2,551%",19%,"Mexico City, MX",nla,nla,nla,nla,nla,,,,,
2,45,Bizom,"Jul 28, 2025 12.57 PM",specializing in sales automation and .,Bizom,retail technology provider,bizom com,201-500,522,India,Karnataka,Bengaluru,mobisy -,technologies-pvt-Itd,Load contacts,ntacts,Venture Capital,2008,18.2,"Dec 17, 2024",Series,IndiaMART InterMESH Limi,nja,Pavestone VC,nja,nla,nja,50,nja,3%,6 %,10%,18 %,38 %,98 %,169%,nla,"Sy. No.75/1, Sri Arunachaleshwara Building;; Bellandur Main","Road,","Opp. Vakil Cardenia Apts, Bellandur; Bangalore, Karnata .",nla,nla,nla,nla,nla,,
2,46,shipzero,"Jul 28, 2025 12.57 PM",specializing in emissions management _,Shipzero is a technology company,shipzero.com,51-200,Germany,Hamburg,Hamburg,aupanion,Load contacts,ntacts,Venture Capital,2018,8.7,"May 26, 2024",Series,ETF Partners,The Environ,nla,Rainmaking,nja,nla,nja,nla,-3%,8 %,39%,113%,nla,nla,nla,~73%,Sankt Annenufer,"Hamburg, 20457, DE",nla,nla,nla,nla,nla,,,,,,
2,47,ecoplanet,"Jul 28, 2025 12.57 PM",EcoPlanet Green Operations GmbH is an,energy management company that offers.,ecoplanet tech,51-200,102,Germany,Bavaria,Munich,ecoplanet-green-,operations,Load contacts,ntacts,Private Equity,2022,19.5,16.7,"Jan 19, 2025",Series,EQT Ventures,nia,EQT Ventures,nja,nla,nja,nja,20%,12%,104%,218 %,nla,nfa,nla,0%,"MarsstraBe 46; Munich; Bavaria 80335, DE",nfa,nla,nfa,nla,nla,,,,,
2,48,hide,Turtl,Jul,2025 12.57 PM,specializes in creating interactive document;_,Turtl is,digital content platform that,turtl.co,51-200,96,United Kingdom,(UK),England,London,Load contacts,ntacts,Venture Capital,2014,16.9,16.9,"Sep 21, 2021",Series,Octopus Ventures,nla,Riverside Accelera,nja,nla,nja,nja,-3%,41%,1%,-9%,9%,-11%,-26 %,9%,47%,4%,WeWork;,Devonshire Square; London; England ECZM 4YJ; GB,nla,nla,nla,nla,
2,49,hide,MI2107lz,"Jul 28, 2025 12.57 PM",MtaIu)LX is a logistics technology,company that =,specializes,providing _,corp logiless com,51-200,Japan,Tokyo,Shinagawa City,giless,Load contacts,ntacts,Venture Capital,2017,10.9,"Feb 27, 2025",Series,CommerceMedia Inc:,nja,500 Global,nja,nla,nja,nja,16%,31%,61%,162%,320%,320%,nfa,nla,"@GERE3-11-6; 0>JIZ+W-EIL 3F; RJIIE, RRn8 141-","0031, JP",nla,nla,nla,nla,nla,,,,
2,50,Gave,hide,Zuum App,"Jul 28, 2025 12.57 PM",Zuum Transportation Inc.,software provider that offers,logistics,comprehensi .,zuumapp.com,51-200,United States,(USA),California,Irvine,zlum-app,Load contacts,ntacts,Corporate,2016,38.6,Feb,2022,Series,Capital Partners Private We,nla,holmangrowthveni,nja,nla,nja,nja,-18 %,~27%,-27%,~34%,34%,-28%,-49%,-28%,14%,-10%,"18100 Von Karman Ave; Ste 10O; Irvine, California 92612, US",nla,nla,nla,nla,nla
2,51,hidt,Inpulse,"Jul 28, 2025 12.57 PM",Inpulse,management and supplier ordering solution _,company that provides inventory,inpulse.ai,11-50,France,ile-De-France,Paris,duepsight,Load contacts,ntacts,Venture Capital,2018,7.7,"Apr 18,2023",Series,High Flyers Capital,nla,High Flyers Capita,nja,nla,nja,nja,10%,17%,-8%,-8 %,31%,68 %,nla,nla,nla,"83, Boulevard de Sebastopol; Paris, ile-de-France 75002,FR",nla,nla,nla,nla,nla,,,,,
2,52,hide,Gokomodo,"Jul 28, 2025 12.57 PM",company that provides,Gokomodo,an agricultural supply chain,wide range of_,gokomodo.com,51-200,204,Indonesia,Jakarta,Jakarta,gukomodo,Load contacts,ntacts,Venture Capital,2019,26,Sep,2022,Series,East Ventures,nla,East Ventures,nla,nla,nja,nja,7%,7%,18%,18 %,29%,161%,750%,"1,754%",~37%,"JL Jenderal Sudirman Kav 45-46; Sampoerna Strategic Square,","North Tower; Lantai 18; Jakarta, DKI Jakarta 12930, ID",nla,nla,nla,nla,nla,
2,53,Shipper,"Jul 28, 2025 12.57 PM",Shipper is a logistics company that provides,integrated,~commerce solutions,shipperid,"1,001-5,000","1,004",Indonesia,Jakarta,South Jakarta,shipper-indonesia,Load contacts,ntacts,Venture Capital,2017,131.9,43.7,Apr,2022,Series,bossa invest,Corporate,Gold House,porterid,Pakd,nja,141,nja,-2%,-8%,-14%,-17%,-13%,62%,454%,39%,"Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat; Daerah_.","JI KH: Mas Mansyur No.15, RT.IOIRW.II, Kuningan, Karet",nla,nla,nla,nla,nla,,
2,54,hide,LevaData,"Jul 28, 2025 12.57 PM",LevaData,software provider that specializes,supply chain management,direct _,Ievadata com,51-200,United States,(USA),California,Pleasanton,levadata-inc,Load contacts,ntacts,Venture Capital,2013,65.5,"Sep 12, 2021",Series,Banneker Partners,nla,Banneker Partners,nja,nla,nja,nja,nla,nla,nfa,-18 %,-27%,~57%,59%,~54%,28 %,"6200 Stoneridge Mall Rd; Corporate Commons, 3rd","Pleasanton, California 94588, US",Floor;,nla,nla,nla,nla,nla,
2,55,hidt,1t5metFNMEMTR4],"Jul 28, 2025 12.57 PM",CAXA,"CAD, PLM, and MES solutions",software company specializing in,serves:,caxa,com,11-50,China,Beijing,Beijing,"%e5""8c%97%e4_",Load contacts,ntacts,Venture Capital,2003,"Nov 30, 2007",Series,IDG Capital,nia,IDG Capital,nja,nla,nja,nja,1%,-2%,2%,nla,3%,-7%,9%,16%,nla,"Itrmane#4135639812; 1tx, 1txm 100094,CN",nfa,nla,nfa,nla,nla,,,,
2,56,Schittflix,"Jul 28, 2025 12.57 PM",Schuttflix is,"connects construction companies, material_.",digital logistics platform that,schuettflix de,51-200,nla,Germany,North Rhine,Westphalia,Monchenglad _,sc huettflix,Load contacts,ntacts,Venture Capital,2018,116.8,51.1,"Aug 22, 2023",Series,DEVK Versicherungen,nla,Goldbeck,Kin,nja,nla,nja,nja,nla,nla,nla,nfa,nfa,nla,nfa,nfa,nla,nla,nla,nla,nla,nla,nla,,
2,57,hide,Zencargo,"Jul 28, 2025 12.57 PM",Zencargo is a logistics company specializing,in digital freight forwarding and supply chain.,zencargo.com,201-500,140,United Kingdom,(UK),England,London,zencargo,Load contacts,ntacts,Venture Capital,2017,"May 10, 2021",Series,HV Capital,nla,LocalGlobe,nja,nla,nja,25,nja,0%,F1%,-4%,4%,23%,48%,-22%,40%,13%,"London, GB",nla,nla,nla,nla,nla,,,,
2,58,Pointr,Jul,2025 12.57 PM,Pointr is,indoor mapping and navigation solutions:,technology company specializing in,pointr tech,51-200,112,United Kingdom,(UK),England,London,pointr-labs-indoor-,location-data-%26.,Load contacts,ntacts,Venture Capital,2014,nia,"Aug 25, 2020",Series,Chartline,nla,Microsoft Acceler:,nja,nla,nja,nla,nla,~2%,14%,47%,62%,96 %,nla,52%,"Pavilion Club, 96 Kensington High St; London; London W8 4SG ,",GB,nla,nla,nla,nla,nla,,
2,59,hide,Alloy.ai,"Jul 28, 2025 12.57 PM",provides data integration and analytics _,Alloy.ai is,white-collar service company that,alloy.ai,51-200,United States,(USA),California,San Francisco,alloy-inc,Load contacts,ntacts,Venture Capital,2016,15.3,"May 13, 2018",Series,8vc,nla,Menlo Ventures,nla,nla,nja,nja,nla,-3%,-9%,9%,20%,-13%,-19%,nfa,29%,"528 Folsom St; San Francisco, California 94105, US",nfa,nla,nla,nla,nla,,,,
2,60,hide,Opal,"Jul 28, 2025 12.57 PM",provides,Opal,marketing technology company that,comprehensive platform for_.,workwithopal com,51-200,United States,(USA),Oregon,Portland,opal-software,Load contacts,ntacts,Venture Capital,2011,22.6,12.5,"Dec 12, 2016",Series,Accel,Corporate,InterWest Partners,ATOMIZED (acquir,nja,nja,5 %,-1%,-0%,1%,3%,2%,11%,-27%,"1060 NW 9th Avenue; Portland, OR 97209, US",nla,nla,nla,nla,nla,,,,
2,61,@telt,iStore iSend,"Jul 28, 2025 12.57 PM","2o, ZozJ",ea,provider specializing in logistics and packin _,provider specializing,iStore iSend,commerce fulfillment,logistics and packin .,istoreisend com,Se,51-200,182,Malaysia,Wviclayoic,Kuala Lumpur,Eeen,Puchong,Sl,istore-isend,Load contacts,UlG,Acuntacls,ntacts,Adi,Venture Capital,deet,t,capid,Clecid,2015,5.5,nla,Jc Lo LoL,"Jul 25, 2021",Series,Sceti,Global Brain Corporation,Sdcce,Gined,nla,Global Brain Corpa,ACclnmGe,nja,"nla | nja | nja | -3% | 4% | 2% | 5% | 18 % | 91% | 149% | -8 % | No 22, Jalan Meranti Puchong; D'25 Puchong;; Puchong; | Selangor 47120, MY | nla | nla | nla | nla | nla"
2,62,save,hide,Sindabad com,"Jul 28,2025 12.57 PM","Jul 28, 2025 12.57 PM",Sindabadcom Ltd.,that offers,Sindabad com Ltd. is a,wide range of products includin_.,wide range,an e-commerce,commerce platform,products includin_.,platform,sindabad com,sindabad.com,"501-1,000",143,Bangladesh,Dhaka,Dhaka,ndabad-com,Idabad-com,Load contacts,ntacts,Venture Capital,2016,8.3,"May 27, 2019",Series,Aavishkaar Capital,nla,Aavishkaar Capita,nja,nla,nla,nla,nja,nja,nla,nla,nja,41%,~1%,-1%,"41% | -1% | 1% | -0% | -12% | 27% | 60% | -4% | 4% | House | BD | Road 9/B, Nikunja | Khilkhet; Dhaka 1229; Dhaka, | nla | nla | nla | nla"
2,63,save,(hide,Method CRM,"Jul 28, 2025 12.57 PM",Jul 28,2025 12.57 PM,Method Integration is a technology company,Method Integration,that offers =,that offers,customizable CRM solution __.,customizable CRM solution__.,'technology company,method me,51-200,105,HI Canada,Canada,Ontario,Toronto,Jethod-integration,lethod-integration,Load contacts,ntacts,Venture Capital,2010,9.5,"Oct 31, 2015",Series,~nla,nla,nla,Klass Capital,nla,nja,nla,nla,nja,nja,nla,8 %,6%,6 %,7%,29%,"54% | 61% | 94% | -29% | 29% | 410 Adelaide St West; 3rd Floor; Toronto, Ontario MSV 1S8,CA | 410 Adelaide St West; 3rd Floor; Toronto, Ontario MSV 158, CA | nla | ~nfa | nla | nla | nla"
2,64,save,hide,Manufacture 2030,M2030,Manufacture 2030,M2030,"Jul 28, 2025 12.57 PM","28, 2025 12.57 PM",~consulting company that specializes in_,Manufacture 2030 is a sustainability,consulting company that specializes in__.,Manufacture 2030,sustainability,manufacture2030 cq,manufacture2030.c0,51-200,(UK),United Kingdom,England,Oxford,manufacture-2030,Load contacts,ntacts,Private Equity,2008,6.6,"Mar 27, 2023",Series,Amati Global Investors,nla,Amati Global Inves,Amati Global Inve:,nja,nla,nla,nla,nja,nja,nla,-10%,-16 %,16%,-15%,~15%,6%,"6 % | 122% | 180% | 716 % | 716% | -31% | 31% | 228-240 Banbury Road; Oxford, Oxfordshire OX2 7BY, GB | nla | nla | nla | nla | ~n/a | nla"
2,65,hide,TranZact,"Jul 28, 2025 12.57 PM",cloud-based inventory management solutio _.,cloud-based inventory management solutio __,TranZact is :,TranZact is,software company that provides,letstranzact com,11-50,India,Maharashtra,Mumbai,letstranzact,Load contacts,ntacts,Venture Capital,2017,"Dec 15, 2021",Series,axiomatic co.in,axiomaticco.in,nja,nla,PrimeVP,Tribe,nja,nla,nla,nla,nja,nja,nla,-1%,41%,43%,-3%,3%,1%,2%,162%,288 %,288%,234%,2%,"MIDC, Andheri East; Mumbai, Maharashtra 400096, IN | MIDC , Andheri East; Mumbai, Maharashtra 400096, IN | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
2,66,save,hide,EaenM#IEiXTRAJ,Eaenu#IaEiXTRA],"Jul 28,2025 12.57 PM","Jul 28, 2025 12.57 PM",specializing in sales force automation.,eBest Mobile is a technology company,~eBest Mobile =,specializing in sales force automation _,technology company,ebestmobile com,"501-1,000",China,Shanghai,Shanghai,%e4%b8%8a%e6.,%e4%b8%8a%e6_,Load contacts,ntacts,Venture Capital,2000,nla,nia,"Feb 28,2014","Feb 28, 2014",Series,Sinovation Ventures (@IMiI,Sinovation Ventures (@IMI,nla,Sinovation Venture,nja,nla,nla,nla,nja,nja,nla,nla,-6%,~6%,6 %,-6%,~6 %,6 %,"6 % | ~21% | 221% | ~21% | nla | nla | FA(LwnMRSit4E976E4985140522301-843E; EN | m, 1N4m 200030, CN | PD(tXnAESit4E976244985140122301-8431E; EN | m, Lwm 200030, CN | nla | nla | nla | nfa | nla | ~nla | nla"
